cik,txt_link
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916157712/0001104659-16-157712.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916157627/0001104659-16-157627.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916151684/0001104659-16-151684.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916150813/0001104659-16-150813.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916145193/0001104659-16-145193.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916133433/0001104659-16-133433.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916132243/0001104659-16-132243.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916117734/0001104659-16-117734.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916114880/0001104659-16-114880.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916112689/0001104659-16-112689.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916092968/0001104659-16-092968.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465916091861/0001104659-16-091861.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465915085552/0001104659-15-085552.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465915083016/0001104659-15-083016.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465915071792/0001104659-15-071792.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465915052323/0001104659-15-052323.txt
1800.0,https://www.sec.gov/Archives/edgar/data/1800/000110465915036587/0001104659-15-036587.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920051316/0001104659-20-051316.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920048487/0001104659-20-048487.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920043408/0001104659-20-043408.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920037093/0001104659-20-037093.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920030507/0001104659-20-030507.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920024097/0001104659-20-024097.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920022002/0001104659-20-022002.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000004/0001551152-20-000004.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465920006940/0001104659-20-006940.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919074689/0001104659-19-074689.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919067264/0001104659-19-067264.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919064905/0001104659-19-064905.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919063366/0001104659-19-063366.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919061290/0001104659-19-061290.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919060862/0001104659-19-060862.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919060477/0001104659-19-060477.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000026/0001551152-19-000026.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919056315/0001104659-19-056315.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919055567/0001104659-19-055567.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000141057819001438/0001410578-19-001438.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000141057819001379/0001410578-19-001379.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000141057819001244/0001410578-19-001244.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000141057819001242/0001410578-19-001242.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000141057819000980/0001410578-19-000980.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000021/0001551152-19-000021.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919040574/0001104659-19-040574.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919037446/0001104659-19-037446.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919027194/0001104659-19-027194.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000012/0001551152-19-000012.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000004/0001551152-19-000004.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919000837/0001104659-19-000837.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465919000836/0001104659-19-000836.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918073224/0001104659-18-073224.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000038/0001551152-18-000038.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918062867/0001104659-18-062867.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918057447/0001104659-18-057447.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918055609/0001104659-18-055609.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000029/0001551152-18-000029.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918034532/0001104659-18-034532.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918031358/0001104659-18-031358.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465918029415/0001104659-18-029415.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000020/0001551152-18-000020.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000008/0001551152-18-000008.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000032/0001551152-17-000032.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000021/0001551152-17-000021.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465917031175/0001104659-17-031175.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000155115217000008/0001551152-17-000008.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465917004435/0001104659-17-004435.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465917000968/0001104659-17-000968.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916157845/0001104659-16-157845.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916152752/0001104659-16-152752.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916150292/0001104659-16-150292.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916135186/0001104659-16-135186.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916126184/0001104659-16-126184.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916125017/0001104659-16-125017.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916124683/0001104659-16-124683.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916120300/0001104659-16-120300.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916119743/0001104659-16-119743.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916118801/0001104659-16-118801.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916116276/0001104659-16-116276.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916114898/0001104659-16-114898.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916098835/0001104659-16-098835.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465916092322/0001104659-16-092322.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915074329/0001104659-15-074329.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915068107/0001104659-15-068107.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915057762/0001104659-15-057762.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915052969/0001104659-15-052969.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915040828/0001104659-15-040828.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915040562/0001104659-15-040562.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915037934/0001104659-15-037934.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915036912/0001104659-15-036912.txt
1551152.0,https://www.sec.gov/Archives/edgar/data/1551152/000110465915035572/0001104659-15-035572.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459020019956/0001564590-20-019956.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459020003585/0001564590-20-003585.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459020000914/0001564590-20-000914.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019038954/0001564590-19-038954.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019031282/0001564590-19-031282.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019028507/0001564590-19-028507.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019027696/0001564590-19-027696.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019021445/0001564590-19-021445.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019015033/0001564590-19-015033.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019012599/0001564590-19-012599.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019009012/0001564590-19-009012.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312519026977/0001193125-19-026977.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019001463/0001564590-19-001463.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459019000277/0001564590-19-000277.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018028921/0001564590-18-028921.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018027427/0001564590-18-027427.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018025994/0001564590-18-025994.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518246092/0001193125-18-246092.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018019016/0001564590-18-019016.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018017509/0001564590-18-017509.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518149528/0001193125-18-149528.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518129801/0001193125-18-129801.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518106881/0001193125-18-106881.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518104816/0001193125-18-104816.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518074917/0001193125-18-074917.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018002098/0001564590-18-002098.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018002107/0001564590-18-002107.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312518028321/0001193125-18-028321.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459018000184/0001564590-18-000184.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517320157/0001193125-17-320157.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517290577/0001193125-17-290577.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000156459017018590/0001564590-17-018590.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517270546/0001193125-17-270546.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517258646/0001193125-17-258646.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517246646/0001193125-17-246646.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517237461/0001193125-17-237461.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517157310/0001193125-17-157310.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517125155/0001193125-17-125155.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517018801/0001193125-17-018801.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312517006378/0001193125-17-006378.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516770995/0001193125-16-770995.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516748712/0001193125-16-748712.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516723647/0001193125-16-723647.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516685264/0001193125-16-685264.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516679330/0001193125-16-679330.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516661096/0001193125-16-661096.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516573834/0001193125-16-573834.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516535148/0001193125-16-535148.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516511909/0001193125-16-511909.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516459799/0001193125-16-459799.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516449970/0001193125-16-449970.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312516426533/0001193125-16-426533.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312515403712/0001193125-15-403712.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312515357084/0001193125-15-357084.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312515291711/0001193125-15-291711.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312515275745/0001193125-15-275745.txt
815094.0,https://www.sec.gov/Archives/edgar/data/815094/000119312515239036/0001193125-15-239036.txt
