date,sentiment
20190904,"{'neg': 0.038, 'neu': 0.805, 'pos': 0.157, 'compound': 0.9999}"
20190829,"{'neg': 0.033, 'neu': 0.744, 'pos': 0.223, 'compound': 1.0}"
20190717,"{'neg': 0.051, 'neu': 0.799, 'pos': 0.149, 'compound': 0.9995}"
20190508,"{'neg': 0.009, 'neu': 0.861, 'pos': 0.13, 'compound': 0.9788}"
20200423,"{'neg': 0.043, 'neu': 0.78, 'pos': 0.177, 'compound': 0.9999}"
20200420,"{'neg': 0.051, 'neu': 0.825, 'pos': 0.123, 'compound': 0.9987}"
20200413,"{'neg': 0.006, 'neu': 0.883, 'pos': 0.111, 'compound': 0.9991}"
20200407,"{'neg': 0.041, 'neu': 0.77, 'pos': 0.189, 'compound': 0.9999}"
20200319,"{'neg': 0.071, 'neu': 0.777, 'pos': 0.152, 'compound': 0.9986}"
20200319,"{'neg': 0.05, 'neu': 0.802, 'pos': 0.149, 'compound': 0.9996}"
20191219,"{'neg': 0.068, 'neu': 0.793, 'pos': 0.138, 'compound': 0.9978}"
20190919,"{'neg': 0.043, 'neu': 0.823, 'pos': 0.134, 'compound': 0.9995}"
20190620,"{'neg': 0.064, 'neu': 0.726, 'pos': 0.21, 'compound': 0.9996}"
20200413,"{'neg': 0.024, 'neu': 0.815, 'pos': 0.161, 'compound': 0.9997}"
20200323,"{'neg': 0.056, 'neu': 0.771, 'pos': 0.173, 'compound': 0.9991}"
20200316,"{'neg': 0.006, 'neu': 0.867, 'pos': 0.127, 'compound': 0.9995}"
20200210,"{'neg': 0.037, 'neu': 0.809, 'pos': 0.154, 'compound': 0.9997}"
20200124,"{'neg': 0.007, 'neu': 0.844, 'pos': 0.149, 'compound': 0.9997}"
20191105,"{'neg': 0.04, 'neu': 0.789, 'pos': 0.171, 'compound': 0.9998}"
20191104,"{'neg': 0.007, 'neu': 0.744, 'pos': 0.249, 'compound': 1.0}"
20191028,"{'neg': 0.009, 'neu': 0.861, 'pos': 0.13, 'compound': 0.9996}"
20190814,"{'neg': 0.024, 'neu': 0.739, 'pos': 0.237, 'compound': 1.0}"
20190801,"{'neg': 0.037, 'neu': 0.8, 'pos': 0.163, 'compound': 0.9998}"
20190722,"{'neg': 0.023, 'neu': 0.841, 'pos': 0.137, 'compound': 0.9996}"
20190620,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.9939}"
20190620,"{'neg': 0.024, 'neu': 0.817, 'pos': 0.158, 'compound': 0.9997}"
20190619,"{'neg': 0.026, 'neu': 0.818, 'pos': 0.157, 'compound': 0.9997}"
20190507,"{'neg': 0.037, 'neu': 0.806, 'pos': 0.157, 'compound': 0.9997}"
20200501,"{'neg': 0.008, 'neu': 0.88, 'pos': 0.112, 'compound': 0.9996}"
20200401,"{'neg': 0.022, 'neu': 0.866, 'pos': 0.112, 'compound': 0.9989}"
20200330,"{'neg': 0.043, 'neu': 0.759, 'pos': 0.198, 'compound': 0.9999}"
20200323,"{'neg': 0.013, 'neu': 0.889, 'pos': 0.098, 'compound': 0.999}"
20200302,"{'neg': 0.015, 'neu': 0.853, 'pos': 0.132, 'compound': 0.999}"
20200228,"{'neg': 0.027, 'neu': 0.849, 'pos': 0.124, 'compound': 0.9998}"
20200221,"{'neg': 0.079, 'neu': 0.76, 'pos': 0.162, 'compound': 0.9996}"
20200212,"{'neg': 0.013, 'neu': 0.895, 'pos': 0.092, 'compound': 0.9986}"
20200108,"{'neg': 0.015, 'neu': 0.837, 'pos': 0.148, 'compound': 0.999}"
20200102,"{'neg': 0.003, 'neu': 0.885, 'pos': 0.112, 'compound': 0.9997}"
20191127,"{'neg': 0.071, 'neu': 0.77, 'pos': 0.159, 'compound': 0.9997}"
20191120,"{'neg': 0.014, 'neu': 0.872, 'pos': 0.114, 'compound': 0.998}"
20191003,"{'neg': 0.004, 'neu': 0.895, 'pos': 0.101, 'compound': 0.9994}"
20190906,"{'neg': 0.044, 'neu': 0.759, 'pos': 0.198, 'compound': 0.9999}"
20190903,"{'neg': 0.011, 'neu': 0.887, 'pos': 0.103, 'compound': 0.9991}"
20190829,"{'neg': 0.002, 'neu': 0.781, 'pos': 0.217, 'compound': 0.9995}"
20190816,"{'neg': 0.063, 'neu': 0.775, 'pos': 0.163, 'compound': 0.9998}"
20190807,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.993}"
20190703,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.993}"
20190603,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.993}"
20190517,"{'neg': 0.063, 'neu': 0.783, 'pos': 0.155, 'compound': 0.9997}"
20190508,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.993}"
20200430,"{'neg': 0.072, 'neu': 0.7, 'pos': 0.228, 'compound': 1.0}"
20200422,"{'neg': 0.041, 'neu': 0.848, 'pos': 0.11, 'compound': 0.9986}"
20200422,"{'neg': 0.054, 'neu': 0.792, 'pos': 0.154, 'compound': 0.9995}"
20200414,"{'neg': 0.066, 'neu': 0.782, 'pos': 0.151, 'compound': 0.9988}"
20200403,"{'neg': 0.07, 'neu': 0.783, 'pos': 0.146, 'compound': 0.9986}"
20200320,"{'neg': 0.066, 'neu': 0.8, 'pos': 0.134, 'compound': 0.9994}"
20200318,"{'neg': 0.05, 'neu': 0.82, 'pos': 0.13, 'compound': 0.9995}"
20200313,"{'neg': 0.046, 'neu': 0.832, 'pos': 0.122, 'compound': 0.9995}"
20200312,"{'neg': 0.034, 'neu': 0.756, 'pos': 0.21, 'compound': 1.0}"
20200310,"{'neg': 0.102, 'neu': 0.778, 'pos': 0.12, 'compound': 0.9786}"
20200228,"{'neg': 0.004, 'neu': 0.871, 'pos': 0.125, 'compound': 0.9998}"
20200114,"{'neg': 0.044, 'neu': 0.802, 'pos': 0.154, 'compound': 0.9997}"
20191212,"{'neg': 0.038, 'neu': 0.705, 'pos': 0.258, 'compound': 1.0}"
20191107,"{'neg': 0.074, 'neu': 0.77, 'pos': 0.156, 'compound': 0.9992}"
20191028,"{'neg': 0.045, 'neu': 0.777, 'pos': 0.179, 'compound': 0.9999}"
20191010,"{'neg': 0.039, 'neu': 0.827, 'pos': 0.135, 'compound': 0.9998}"
20191002,"{'neg': 0.011, 'neu': 0.813, 'pos': 0.177, 'compound': 0.9998}"
20191002,"{'neg': 0.07, 'neu': 0.78, 'pos': 0.15, 'compound': 0.9994}"
20190926,"{'neg': 0.055, 'neu': 0.821, 'pos': 0.123, 'compound': 0.9994}"
20190904,"{'neg': 0.081, 'neu': 0.778, 'pos': 0.14, 'compound': 0.9982}"
20190807,"{'neg': 0.009, 'neu': 0.887, 'pos': 0.104, 'compound': 0.9996}"
20190711,"{'neg': 0.05, 'neu': 0.795, 'pos': 0.155, 'compound': 0.9996}"
20190702,"{'neg': 0.079, 'neu': 0.765, 'pos': 0.155, 'compound': 0.9992}"
20190620,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.9796}"
20190620,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.9686}"
20190604,"{'neg': 0.103, 'neu': 0.752, 'pos': 0.145, 'compound': 0.9959}"
20190524,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.9796}"
20200422,"{'neg': 0.009, 'neu': 0.843, 'pos': 0.148, 'compound': 0.9995}"
20200413,"{'neg': 0.008, 'neu': 0.864, 'pos': 0.128, 'compound': 0.9993}"
20200409,"{'neg': 0.045, 'neu': 0.749, 'pos': 0.207, 'compound': 0.9999}"
20200302,"{'neg': 0.039, 'neu': 0.767, 'pos': 0.193, 'compound': 0.9999}"
20191107,"{'neg': 0.043, 'neu': 0.763, 'pos': 0.194, 'compound': 0.9999}"
20190925,"{'neg': 0.002, 'neu': 0.848, 'pos': 0.15, 'compound': 0.9991}"
20190812,"{'neg': 0.048, 'neu': 0.759, 'pos': 0.193, 'compound': 0.9999}"
20190802,"{'neg': 0.052, 'neu': 0.749, 'pos': 0.198, 'compound': 0.9998}"
20190708,"{'neg': 0.046, 'neu': 0.768, 'pos': 0.186, 'compound': 0.9994}"
20190626,"{'neg': 0.093, 'neu': 0.755, 'pos': 0.151, 'compound': 0.9995}"
20190531,"{'neg': 0.054, 'neu': 0.687, 'pos': 0.259, 'compound': 1.0}"
20190522,"{'neg': 0.003, 'neu': 0.856, 'pos': 0.141, 'compound': 0.9913}"
20190503,"{'neg': 0.044, 'neu': 0.762, 'pos': 0.193, 'compound': 0.9998}"
20200414,"{'neg': 0.043, 'neu': 0.744, 'pos': 0.213, 'compound': 1.0}"
20200218,"{'neg': 0.041, 'neu': 0.725, 'pos': 0.234, 'compound': 1.0}"
20191218,"{'neg': 0.032, 'neu': 0.723, 'pos': 0.246, 'compound': 1.0}"
20191105,"{'neg': 0.043, 'neu': 0.73, 'pos': 0.227, 'compound': 1.0}"
20190916,"{'neg': 0.042, 'neu': 0.732, 'pos': 0.226, 'compound': 1.0}"
20190806,"{'neg': 0.047, 'neu': 0.731, 'pos': 0.222, 'compound': 1.0}"
20190703,"{'neg': 0.036, 'neu': 0.817, 'pos': 0.147, 'compound': 0.9989}"
20190627,"{'neg': 0.011, 'neu': 0.8, 'pos': 0.189, 'compound': 0.9938}"
20190606,"{'neg': 0.013, 'neu': 0.797, 'pos': 0.19, 'compound': 0.989}"
20190531,"{'neg': 0.064, 'neu': 0.695, 'pos': 0.24, 'compound': 1.0}"
20190430,"{'neg': 0.046, 'neu': 0.758, 'pos': 0.196, 'compound': 1.0}"
20200428,"{'neg': 0.08, 'neu': 0.771, 'pos': 0.149, 'compound': 0.9991}"
20200310,"{'neg': 0.01, 'neu': 0.792, 'pos': 0.198, 'compound': 0.9997}"
20200213,"{'neg': 0.06, 'neu': 0.786, 'pos': 0.154, 'compound': 0.9993}"
20200113,"{'neg': 0.014, 'neu': 0.869, 'pos': 0.117, 'compound': 0.9995}"
20191106,"{'neg': 0.044, 'neu': 0.824, 'pos': 0.132, 'compound': 0.9997}"
20190917,"{'neg': 0.013, 'neu': 0.819, 'pos': 0.168, 'compound': 0.9997}"
20190731,"{'neg': 0.048, 'neu': 0.818, 'pos': 0.134, 'compound': 0.9996}"
20190604,"{'neg': 0.06, 'neu': 0.791, 'pos': 0.149, 'compound': 0.9998}"
20190501,"{'neg': 0.063, 'neu': 0.795, 'pos': 0.143, 'compound': 0.9978}"
20200408,"{'neg': 0.012, 'neu': 0.84, 'pos': 0.148, 'compound': 0.9998}"
20200218,"{'neg': 0.03, 'neu': 0.8, 'pos': 0.17, 'compound': 0.9999}"
20191205,"{'neg': 0.019, 'neu': 0.726, 'pos': 0.254, 'compound': 1.0}"
20191122,"{'neg': 0.047, 'neu': 0.754, 'pos': 0.199, 'compound': 0.9999}"
20191119,"{'neg': 0.013, 'neu': 0.853, 'pos': 0.134, 'compound': 0.9999}"
20191113,"{'neg': 0.01, 'neu': 0.872, 'pos': 0.118, 'compound': 0.9991}"
20191105,"{'neg': 0.029, 'neu': 0.819, 'pos': 0.152, 'compound': 0.9998}"
20190930,"{'neg': 0.015, 'neu': 0.854, 'pos': 0.131, 'compound': 0.9993}"
20190904,"{'neg': 0.017, 'neu': 0.71, 'pos': 0.273, 'compound': 1.0}"
20190806,"{'neg': 0.029, 'neu': 0.804, 'pos': 0.167, 'compound': 0.9998}"
20190703,"{'neg': 0.033, 'neu': 0.69, 'pos': 0.276, 'compound': 1.0}"
20190611,"{'neg': 0.014, 'neu': 0.777, 'pos': 0.209, 'compound': 0.9938}"
20190529,"{'neg': 0.038, 'neu': 0.713, 'pos': 0.249, 'compound': 1.0}"
20190507,"{'neg': 0.032, 'neu': 0.794, 'pos': 0.174, 'compound': 0.9997}"
20200320,"{'neg': 0.007, 'neu': 0.876, 'pos': 0.117, 'compound': 0.9997}"
20200317,"{'neg': 0.015, 'neu': 0.757, 'pos': 0.228, 'compound': 1.0}"
20200313,"{'neg': 0.022, 'neu': 0.782, 'pos': 0.196, 'compound': 0.9999}"
20200312,"{'neg': 0.025, 'neu': 0.855, 'pos': 0.12, 'compound': 0.9993}"
20200309,"{'neg': 0.002, 'neu': 0.853, 'pos': 0.145, 'compound': 0.9997}"
20200309,"{'neg': 0.032, 'neu': 0.825, 'pos': 0.142, 'compound': 0.9996}"
20200228,"{'neg': 0.026, 'neu': 0.8, 'pos': 0.174, 'compound': 0.9999}"
20200225,"{'neg': 0.024, 'neu': 0.764, 'pos': 0.212, 'compound': 0.9999}"
20200225,"{'neg': 0.001, 'neu': 0.901, 'pos': 0.099, 'compound': 0.9992}"
20200218,"{'neg': 0.026, 'neu': 0.842, 'pos': 0.132, 'compound': 0.9994}"
20200213,"{'neg': 0.046, 'neu': 0.836, 'pos': 0.118, 'compound': 0.9997}"
20200127,"{'neg': 0.02, 'neu': 0.811, 'pos': 0.169, 'compound': 0.9998}"
20200117,"{'neg': 0.035, 'neu': 0.776, 'pos': 0.188, 'compound': 0.9999}"
20200108,"{'neg': 0.025, 'neu': 0.833, 'pos': 0.143, 'compound': 0.9998}"
20200108,"{'neg': 0.034, 'neu': 0.813, 'pos': 0.153, 'compound': 0.9996}"
20200107,"{'neg': 0.023, 'neu': 0.826, 'pos': 0.152, 'compound': 0.9999}"
20200107,"{'neg': 0.008, 'neu': 0.847, 'pos': 0.145, 'compound': 0.9994}"
20191216,"{'neg': 0.016, 'neu': 0.813, 'pos': 0.171, 'compound': 0.9996}"
20191204,"{'neg': 0.046, 'neu': 0.793, 'pos': 0.161, 'compound': 0.9999}"
20191029,"{'neg': 0.04, 'neu': 0.71, 'pos': 0.25, 'compound': 1.0}"
20191029,"{'neg': 0.051, 'neu': 0.79, 'pos': 0.159, 'compound': 0.9999}"
20191029,"{'neg': 0.048, 'neu': 0.825, 'pos': 0.127, 'compound': 0.9998}"
20191010,"{'neg': 0.032, 'neu': 0.749, 'pos': 0.22, 'compound': 1.0}"
20191009,"{'neg': 0.038, 'neu': 0.769, 'pos': 0.193, 'compound': 0.9999}"
20191007,"{'neg': 0.043, 'neu': 0.752, 'pos': 0.205, 'compound': 0.9999}"
20191002,"{'neg': 0.032, 'neu': 0.806, 'pos': 0.162, 'compound': 0.9996}"
20191002,"{'neg': 0.023, 'neu': 0.842, 'pos': 0.135, 'compound': 0.9998}"
20190924,"{'neg': 0.007, 'neu': 0.869, 'pos': 0.123, 'compound': 0.9995}"
20190918,"{'neg': 0.074, 'neu': 0.787, 'pos': 0.139, 'compound': 0.9978}"
20190917,"{'neg': 0.044, 'neu': 0.829, 'pos': 0.127, 'compound': 0.9995}"
20190730,"{'neg': 0.048, 'neu': 0.833, 'pos': 0.118, 'compound': 0.9997}"
20190624,"{'neg': 0.047, 'neu': 0.739, 'pos': 0.214, 'compound': 1.0}"
20190619,"{'neg': 0.096, 'neu': 0.752, 'pos': 0.152, 'compound': 0.9994}"
20190614,"{'neg': 0.039, 'neu': 0.767, 'pos': 0.194, 'compound': 0.9999}"
20190610,"{'neg': 0.024, 'neu': 0.823, 'pos': 0.153, 'compound': 0.9994}"
20190516,"{'neg': 0.005, 'neu': 0.786, 'pos': 0.209, 'compound': 0.9919}"
20200422,"{'neg': 0.066, 'neu': 0.762, 'pos': 0.172, 'compound': 0.9999}"
20200313,"{'neg': 0.013, 'neu': 0.852, 'pos': 0.135, 'compound': 0.9996}"
20200214,"{'neg': 0.011, 'neu': 0.851, 'pos': 0.137, 'compound': 0.9995}"
20200213,"{'neg': 0.009, 'neu': 0.864, 'pos': 0.126, 'compound': 0.9993}"
20200206,"{'neg': 0.056, 'neu': 0.79, 'pos': 0.153, 'compound': 0.9999}"
20200123,"{'neg': 0.034, 'neu': 0.74, 'pos': 0.226, 'compound': 0.9999}"
20191213,"{'neg': 0.016, 'neu': 0.848, 'pos': 0.136, 'compound': 0.9993}"
20191114,"{'neg': 0.022, 'neu': 0.838, 'pos': 0.14, 'compound': 0.9991}"
20191022,"{'neg': 0.032, 'neu': 0.768, 'pos': 0.2, 'compound': 0.9999}"
20190913,"{'neg': 0.023, 'neu': 0.836, 'pos': 0.142, 'compound': 0.9991}"
20190913,"{'neg': 0.009, 'neu': 0.842, 'pos': 0.148, 'compound': 0.9997}"
20190912,"{'neg': 0.057, 'neu': 0.789, 'pos': 0.154, 'compound': 0.9999}"
20190814,"{'neg': 0.009, 'neu': 0.853, 'pos': 0.139, 'compound': 0.9997}"
20190723,"{'neg': 0.037, 'neu': 0.756, 'pos': 0.208, 'compound': 0.9999}"
20190719,"{'neg': 0.025, 'neu': 0.823, 'pos': 0.152, 'compound': 0.9974}"
20190614,"{'neg': 0.01, 'neu': 0.776, 'pos': 0.213, 'compound': 0.998}"
20190606,"{'neg': 0.015, 'neu': 0.804, 'pos': 0.181, 'compound': 0.9977}"
20190520,"{'neg': 0.02, 'neu': 0.818, 'pos': 0.162, 'compound': 0.9999}"
20190514,"{'neg': 0.011, 'neu': 0.778, 'pos': 0.21, 'compound': 0.9974}"
20200409,"{'neg': 0.002, 'neu': 0.882, 'pos': 0.116, 'compound': 0.997}"
20200324,"{'neg': 0.034, 'neu': 0.839, 'pos': 0.128, 'compound': 0.9979}"
20200227,"{'neg': 0.027, 'neu': 0.847, 'pos': 0.126, 'compound': 0.9996}"
20200107,"{'neg': 0.002, 'neu': 0.907, 'pos': 0.091, 'compound': 0.9987}"
20191107,"{'neg': 0.029, 'neu': 0.836, 'pos': 0.135, 'compound': 0.9995}"
20191008,"{'neg': 0.002, 'neu': 0.875, 'pos': 0.123, 'compound': 0.996}"
20190806,"{'neg': 0.034, 'neu': 0.809, 'pos': 0.157, 'compound': 0.9998}"
20190612,"{'neg': 0.002, 'neu': 0.865, 'pos': 0.133, 'compound': 0.9959}"
20190521,"{'neg': 0.04, 'neu': 0.796, 'pos': 0.165, 'compound': 0.9999}"
20190510,"{'neg': 0.004, 'neu': 0.869, 'pos': 0.127, 'compound': 0.9872}"
20190502,"{'neg': 0.042, 'neu': 0.815, 'pos': 0.142, 'compound': 0.9997}"
20190501,"{'neg': 0.043, 'neu': 0.749, 'pos': 0.208, 'compound': 0.9995}"
20200409,"{'neg': 0.002, 'neu': 0.882, 'pos': 0.116, 'compound': 0.997}"
20200324,"{'neg': 0.034, 'neu': 0.839, 'pos': 0.128, 'compound': 0.9979}"
20200227,"{'neg': 0.027, 'neu': 0.847, 'pos': 0.126, 'compound': 0.9996}"
20200107,"{'neg': 0.002, 'neu': 0.907, 'pos': 0.091, 'compound': 0.9987}"
20191107,"{'neg': 0.029, 'neu': 0.836, 'pos': 0.135, 'compound': 0.9995}"
20191008,"{'neg': 0.002, 'neu': 0.875, 'pos': 0.123, 'compound': 0.996}"
20190806,"{'neg': 0.034, 'neu': 0.809, 'pos': 0.157, 'compound': 0.9998}"
20190612,"{'neg': 0.002, 'neu': 0.865, 'pos': 0.133, 'compound': 0.9959}"
20190521,"{'neg': 0.04, 'neu': 0.796, 'pos': 0.165, 'compound': 0.9999}"
20190510,"{'neg': 0.004, 'neu': 0.869, 'pos': 0.127, 'compound': 0.9872}"
20190502,"{'neg': 0.042, 'neu': 0.815, 'pos': 0.142, 'compound': 0.9997}"
20190501,"{'neg': 0.043, 'neu': 0.749, 'pos': 0.208, 'compound': 0.9995}"
20200421,"{'neg': 0.008, 'neu': 0.87, 'pos': 0.122, 'compound': 0.9993}"
20191213,"{'neg': 0.008, 'neu': 0.868, 'pos': 0.124, 'compound': 0.9998}"
20191122,"{'neg': 0.031, 'neu': 0.783, 'pos': 0.186, 'compound': 0.9999}"
20191107,"{'neg': 0.016, 'neu': 0.845, 'pos': 0.139, 'compound': 0.9996}"
20191107,"{'neg': 0.029, 'neu': 0.837, 'pos': 0.134, 'compound': 0.9979}"
20191029,"{'neg': 0.007, 'neu': 0.876, 'pos': 0.117, 'compound': 0.9991}"
20190910,"{'neg': 0.007, 'neu': 0.86, 'pos': 0.133, 'compound': 0.9994}"
20190726,"{'neg': 0.065, 'neu': 0.762, 'pos': 0.174, 'compound': 0.9998}"
20190702,"{'neg': 0.007, 'neu': 0.832, 'pos': 0.161, 'compound': 0.9982}"
20190520,"{'neg': 0.045, 'neu': 0.721, 'pos': 0.234, 'compound': 0.9998}"
20190501,"{'neg': 0.007, 'neu': 0.849, 'pos': 0.143, 'compound': 0.9501}"
20200429,"{'neg': 0.011, 'neu': 0.887, 'pos': 0.102, 'compound': 0.9993}"
20200403,"{'neg': 0.025, 'neu': 0.815, 'pos': 0.16, 'compound': 0.9999}"
20200402,"{'neg': 0.045, 'neu': 0.8, 'pos': 0.155, 'compound': 0.9999}"
20200317,"{'neg': 0.009, 'neu': 0.864, 'pos': 0.127, 'compound': 0.9997}"
20200312,"{'neg': 0.069, 'neu': 0.757, 'pos': 0.174, 'compound': 0.9998}"
20191205,"{'neg': 0.059, 'neu': 0.766, 'pos': 0.175, 'compound': 0.9999}"
20190913,"{'neg': 0.049, 'neu': 0.741, 'pos': 0.21, 'compound': 1.0}"
20190829,"{'neg': 0.045, 'neu': 0.748, 'pos': 0.206, 'compound': 0.9999}"
20190530,"{'neg': 0.056, 'neu': 0.776, 'pos': 0.168, 'compound': 0.9997}"
20200428,"{'neg': 0.036, 'neu': 0.849, 'pos': 0.115, 'compound': 0.9913}"
20200415,"{'neg': 0.014, 'neu': 0.79, 'pos': 0.197, 'compound': 1.0}"
20200415,"{'neg': 0.036, 'neu': 0.849, 'pos': 0.115, 'compound': 0.9913}"
20200401,"{'neg': 0.037, 'neu': 0.848, 'pos': 0.115, 'compound': 0.9909}"
20200331,"{'neg': 0.036, 'neu': 0.829, 'pos': 0.134, 'compound': 0.9987}"
20200325,"{'neg': 0.035, 'neu': 0.833, 'pos': 0.131, 'compound': 0.9981}"
20200304,"{'neg': 0.042, 'neu': 0.829, 'pos': 0.129, 'compound': 0.999}"
20200221,"{'neg': 0.003, 'neu': 0.887, 'pos': 0.11, 'compound': 0.9939}"
20191230,"{'neg': 0.02, 'neu': 0.866, 'pos': 0.114, 'compound': 0.9973}"
20191227,"{'neg': 0.004, 'neu': 0.877, 'pos': 0.119, 'compound': 0.9995}"
20191213,"{'neg': 0.02, 'neu': 0.847, 'pos': 0.134, 'compound': 0.9994}"
20191126,"{'neg': 0.033, 'neu': 0.833, 'pos': 0.134, 'compound': 0.9992}"
20191119,"{'neg': 0.02, 'neu': 0.835, 'pos': 0.146, 'compound': 0.9988}"
20191112,"{'neg': 0.003, 'neu': 0.888, 'pos': 0.109, 'compound': 0.9939}"
20190829,"{'neg': 0.024, 'neu': 0.826, 'pos': 0.151, 'compound': 0.9997}"
20190815,"{'neg': 0.004, 'neu': 0.906, 'pos': 0.09, 'compound': 0.9823}"
20190614,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.9874}"
20190531,"{'neg': 0.01, 'neu': 0.909, 'pos': 0.081, 'compound': 0.9821}"
20190530,"{'neg': 0.026, 'neu': 0.808, 'pos': 0.166, 'compound': 0.9997}"
20190516,"{'neg': 0.004, 'neu': 0.895, 'pos': 0.101, 'compound': 0.9872}"
20190503,"{'neg': 0.007, 'neu': 0.837, 'pos': 0.156, 'compound': 0.9977}"
20200406,"{'neg': 0.046, 'neu': 0.81, 'pos': 0.144, 'compound': 0.9984}"
20200403,"{'neg': 0.043, 'neu': 0.775, 'pos': 0.181, 'compound': 0.9999}"
20200327,"{'neg': 0.043, 'neu': 0.818, 'pos': 0.139, 'compound': 0.9984}"
20200325,"{'neg': 0.012, 'neu': 0.866, 'pos': 0.122, 'compound': 0.9998}"
20200320,"{'neg': 0.004, 'neu': 0.88, 'pos': 0.115, 'compound': 0.9993}"
20200319,"{'neg': 0.038, 'neu': 0.785, 'pos': 0.177, 'compound': 0.9999}"
20200317,"{'neg': 0.022, 'neu': 0.821, 'pos': 0.157, 'compound': 0.9996}"
20200316,"{'neg': 0.018, 'neu': 0.817, 'pos': 0.165, 'compound': 0.9991}"
20200211,"{'neg': 0.032, 'neu': 0.803, 'pos': 0.165, 'compound': 0.9991}"
20200204,"{'neg': 0.018, 'neu': 0.846, 'pos': 0.135, 'compound': 0.9993}"
20200129,"{'neg': 0.011, 'neu': 0.862, 'pos': 0.127, 'compound': 0.9996}"
20191220,"{'neg': 0.03, 'neu': 0.73, 'pos': 0.24, 'compound': 1.0}"
20191220,"{'neg': 0.005, 'neu': 0.878, 'pos': 0.117, 'compound': 0.9991}"
20191213,"{'neg': 0.036, 'neu': 0.784, 'pos': 0.18, 'compound': 0.9999}"
20191213,"{'neg': 0.038, 'neu': 0.769, 'pos': 0.192, 'compound': 0.9999}"
20191118,"{'neg': 0.053, 'neu': 0.73, 'pos': 0.218, 'compound': 1.0}"
20191118,"{'neg': 0.053, 'neu': 0.733, 'pos': 0.213, 'compound': 1.0}"
20191118,"{'neg': 0.054, 'neu': 0.744, 'pos': 0.203, 'compound': 0.9999}"
20191118,"{'neg': 0.062, 'neu': 0.685, 'pos': 0.253, 'compound': 1.0}"
20191101,"{'neg': 0.03, 'neu': 0.818, 'pos': 0.152, 'compound': 0.9999}"
20191101,"{'neg': 0.028, 'neu': 0.781, 'pos': 0.192, 'compound': 0.9992}"
20191002,"{'neg': 0.014, 'neu': 0.815, 'pos': 0.171, 'compound': 0.9999}"
20190827,"{'neg': 0.008, 'neu': 0.881, 'pos': 0.11, 'compound': 0.9993}"
20190731,"{'neg': 0.028, 'neu': 0.768, 'pos': 0.204, 'compound': 0.9995}"
20190627,"{'neg': 0.015, 'neu': 0.786, 'pos': 0.199, 'compound': 1.0}"
20190614,"{'neg': 0.019, 'neu': 0.798, 'pos': 0.183, 'compound': 0.9999}"
20190610,"{'neg': 0.043, 'neu': 0.772, 'pos': 0.186, 'compound': 0.9996}"
20190510,"{'neg': 0.014, 'neu': 0.806, 'pos': 0.18, 'compound': 0.9994}"
20190507,"{'neg': 0.004, 'neu': 0.839, 'pos': 0.157, 'compound': 0.9896}"
20190503,"{'neg': 0.018, 'neu': 0.871, 'pos': 0.111, 'compound': 0.9993}"
20200423,"{'neg': 0.009, 'neu': 0.871, 'pos': 0.12, 'compound': 0.9993}"
20200423,"{'neg': 0.011, 'neu': 0.868, 'pos': 0.121, 'compound': 0.9992}"
20200423,"{'neg': 0.032, 'neu': 0.818, 'pos': 0.15, 'compound': 0.9998}"
20200330,"{'neg': 0.034, 'neu': 0.82, 'pos': 0.145, 'compound': 0.9998}"
20200220,"{'neg': 0.005, 'neu': 0.878, 'pos': 0.117, 'compound': 0.9994}"
20200220,"{'neg': 0.038, 'neu': 0.808, 'pos': 0.155, 'compound': 0.9998}"
20191119,"{'neg': 0.018, 'neu': 0.771, 'pos': 0.212, 'compound': 1.0}"
20191106,"{'neg': 0.045, 'neu': 0.77, 'pos': 0.185, 'compound': 0.9999}"
20191030,"{'neg': 0.019, 'neu': 0.853, 'pos': 0.128, 'compound': 0.9996}"
20191022,"{'neg': 0.001, 'neu': 0.881, 'pos': 0.118, 'compound': 0.9993}"
20191008,"{'neg': 0.026, 'neu': 0.823, 'pos': 0.15, 'compound': 0.9999}"
20190731,"{'neg': 0.007, 'neu': 0.876, 'pos': 0.117, 'compound': 0.9994}"
20190716,"{'neg': 0.043, 'neu': 0.799, 'pos': 0.159, 'compound': 0.9996}"
20200421,"{'neg': 0.065, 'neu': 0.793, 'pos': 0.142, 'compound': 0.9996}"
20200421,"{'neg': 0.043, 'neu': 0.797, 'pos': 0.161, 'compound': 0.9996}"
20200219,"{'neg': 0.006, 'neu': 0.803, 'pos': 0.19, 'compound': 1.0}"
20200130,"{'neg': 0.052, 'neu': 0.786, 'pos': 0.161, 'compound': 0.9999}"
20191218,"{'neg': 0.02, 'neu': 0.828, 'pos': 0.151, 'compound': 0.9994}"
